province,health_region,date_report,cases,cumulative_cases
New Brunswick,Zone 1 (Moncton area),2020-11-18,20,724
New Brunswick,Zone 1 (Moncton area),2020-11-25,16,881
New Brunswick,Zone 1 (Moncton area),2020-12-02,11,965
New Brunswick,Zone 1 (Moncton area),2020-12-09,3,1011
New Brunswick,Zone 1 (Moncton area),2020-12-16,2,1019
New Brunswick,Zone 1 (Moncton area),2020-12-23,4,1047
New Brunswick,Zone 1 (Moncton area),2020-12-30,4,1077
New Brunswick,Zone 1 (Moncton area),2021-01-06,36,1172
New Brunswick,Zone 2 (Saint John area),2020-07-22,0,27
New Brunswick,Zone 2 (Saint John area),2020-07-29,0,189
New Brunswick,Zone 2 (Saint John area),2020-08-05,0,189
New Brunswick,Zone 2 (Saint John area),2020-08-12,0,189
New Brunswick,Zone 2 (Saint John area),2020-08-19,0,189
New Brunswick,Zone 2 (Saint John area),2020-08-26,0,189
New Brunswick,Zone 2 (Saint John area),2020-09-02,1,195
New Brunswick,Zone 2 (Saint John area),2020-09-09,0,196
New Brunswick,Zone 2 (Saint John area),2020-09-16,0,196
New Brunswick,Zone 2 (Saint John area),2020-09-23,0,196
New Brunswick,Zone 2 (Saint John area),2020-09-30,0,196
New Brunswick,Zone 2 (Saint John area),2020-10-07,2,204
New Brunswick,Zone 2 (Saint John area),2020-10-14,1,217
New Brunswick,Zone 2 (Saint John area),2020-10-21,1,222
New Brunswick,Zone 2 (Saint John area),2020-10-28,0,224
New Brunswick,Zone 2 (Saint John area),2020-11-04,1,225
New Brunswick,Zone 2 (Saint John area),2020-11-11,0,231
New Brunswick,Zone 2 (Saint John area),2020-11-18,6,255
New Brunswick,Zone 2 (Saint John area),2020-11-25,45,463
New Brunswick,Zone 2 (Saint John area),2020-12-02,31,737
New Brunswick,Zone 2 (Saint John area),2020-12-09,10,854
New Brunswick,Zone 2 (Saint John area),2020-12-16,2,887
New Brunswick,Zone 2 (Saint John area),2020-12-23,1,896
New Brunswick,Zone 2 (Saint John area),2020-12-30,1,902
New Brunswick,Zone 2 (Saint John area),2021-01-06,6,912
New Brunswick,Zone 3 (Fredericton area),2020-07-22,0,51
New Brunswick,Zone 3 (Fredericton area),2020-07-29,0,357
New Brunswick,Zone 3 (Fredericton area),2020-08-05,0,357
New Brunswick,Zone 3 (Fredericton area),2020-08-12,2,360
New Brunswick,Zone 3 (Fredericton area),2020-08-19,2,381
New Brunswick,Zone 3 (Fredericton area),2020-08-26,2,395
New Brunswick,Zone 3 (Fredericton area),2020-09-02,0,399
New Brunswick,Zone 3 (Fredericton area),2020-09-09,0,399
New Brunswick,Zone 3 (Fredericton area),2020-09-16,0,399
New Brunswick,Zone 3 (Fredericton area),2020-09-23,0,399
New Brunswick,Zone 3 (Fredericton area),2020-09-30,1,406
New Brunswick,Zone 3 (Fredericton area),2020-10-07,0,406
New Brunswick,Zone 3 (Fredericton area),2020-10-14,2,418
New Brunswick,Zone 3 (Fredericton area),2020-10-21,0,420
New Brunswick,Zone 3 (Fredericton area),2020-10-28,5,432
New Brunswick,Zone 3 (Fredericton area),2020-11-04,3,470
New Brunswick,Zone 3 (Fredericton area),2020-11-11,6,509
New Brunswick,Zone 3 (Fredericton area),2020-11-18,6,536
New Brunswick,Zone 3 (Fredericton area),2020-11-25,3,572
New Brunswick,Zone 3 (Fredericton area),2020-12-02,14,644
New Brunswick,Zone 3 (Fredericton area),2020-12-09,8,710
New Brunswick,Zone 3 (Fredericton area),2020-12-16,8,754
New Brunswick,Zone 3 (Fredericton area),2020-12-23,5,802
New Brunswick,Zone 3 (Fredericton area),2020-12-30,2,830
New Brunswick,Zone 3 (Fredericton area),2021-01-06,40,965
New Brunswick,Zone 4 (Edmundston area),2020-07-22,0,7
New Brunswick,Zone 4 (Edmundston area),2020-07-29,0,49
New Brunswick,Zone 4 (Edmundston area),2020-08-05,0,49
New Brunswick,Zone 4 (Edmundston area),2020-08-12,0,49
New Brunswick,Zone 4 (Edmundston area),2020-08-19,0,49
New Brunswick,Zone 4 (Edmundston area),2020-08-26,0,49
New Brunswick,Zone 4 (Edmundston area),2020-09-02,0,49
New Brunswick,Zone 4 (Edmundston area),2020-09-09,0,49
New Brunswick,Zone 4 (Edmundston area),2020-09-16,1,56
New Brunswick,Zone 4 (Edmundston area),2020-09-23,0,56
New Brunswick,Zone 4 (Edmundston area),2020-09-30,0,56
New Brunswick,Zone 4 (Edmundston area),2020-10-07,0,56
New Brunswick,Zone 4 (Edmundston area),2020-10-14,0,56
New Brunswick,Zone 4 (Edmundston area),2020-10-21,0,56
New Brunswick,Zone 4 (Edmundston area),2020-10-28,0,56
New Brunswick,Zone 4 (Edmundston area),2020-11-04,0,56
New Brunswick,Zone 4 (Edmundston area),2020-11-11,0,56
New Brunswick,Zone 4 (Edmundston area),2020-11-18,0,56
New Brunswick,Zone 4 (Edmundston area),2020-11-25,0,56
New Brunswick,Zone 4 (Edmundston area),2020-12-02,1,57
New Brunswick,Zone 4 (Edmundston area),2020-12-09,7,99
New Brunswick,Zone 4 (Edmundston area),2020-12-16,12,173
New Brunswick,Zone 4 (Edmundston area),2020-12-23,5,225
New Brunswick,Zone 4 (Edmundston area),2020-12-30,1,233
New Brunswick,Zone 4 (Edmundston area),2021-01-06,4,244
New Brunswick,Zone 5 (Campbellton area),2020-07-22,0,53
New Brunswick,Zone 5 (Campbellton area),2020-07-29,0,371
New Brunswick,Zone 5 (Campbellton area),2020-08-05,0,371
New Brunswick,Zone 5 (Campbellton area),2020-08-12,0,371
New Brunswick,Zone 5 (Campbellton area),2020-08-19,0,371
New Brunswick,Zone 5 (Campbellton area),2020-08-26,0,371
New Brunswick,Zone 5 (Campbellton area),2020-09-02,0,371
New Brunswick,Zone 5 (Campbellton area),2020-09-09,0,371
New Brunswick,Zone 5 (Campbellton area),2020-09-16,0,371
New Brunswick,Zone 5 (Campbellton area),2020-09-23,0,371
New Brunswick,Zone 5 (Campbellton area),2020-09-30,0,371
New Brunswick,Zone 5 (Campbellton area),2020-10-07,0,371
New Brunswick,Zone 5 (Campbellton area),2020-10-14,44,550
New Brunswick,Zone 5 (Campbellton area),2020-10-21,23,766
New Brunswick,Zone 5 (Campbellton area),2020-10-28,13,897
New Brunswick,Zone 5 (Campbellton area),2020-11-04,3,952
New Brunswick,Zone 5 (Campbellton area),2020-11-11,1,958
New Brunswick,Zone 5 (Campbellton area),2020-11-18,0,959
New Brunswick,Zone 5 (Campbellton area),2020-11-25,0,959
New Brunswick,Zone 5 (Campbellton area),2020-12-02,0,959
New Brunswick,Zone 5 (Campbellton area),2020-12-09,0,959
New Brunswick,Zone 5 (Campbellton area),2020-12-16,0,959
New Brunswick,Zone 5 (Campbellton area),2020-12-23,1,960
New Brunswick,Zone 5 (Campbellton area),2020-12-30,0,966
New Brunswick,Zone 5 (Campbellton area),2021-01-06,7,982
New Brunswick,Zone 6 (Bathurst area),2020-07-22,0,1
New Brunswick,Zone 6 (Bathurst area),2020-07-29,0,7
New Brunswick,Zone 6 (Bathurst area),2020-08-05,0,7
New Brunswick,Zone 6 (Bathurst area),2020-08-12,0,7
New Brunswick,Zone 6 (Bathurst area),2020-08-19,0,7
New Brunswick,Zone 6 (Bathurst area),2020-08-26,1,13
New Brunswick,Zone 6 (Bathurst area),2020-09-02,0,14
New Brunswick,Zone 6 (Bathurst area),2020-09-09,0,14
New Brunswick,Zone 6 (Bathurst area),2020-09-16,0,14
New Brunswick,Zone 6 (Bathurst area),2020-09-23,0,14
New Brunswick,Zone 6 (Bathurst area),2020-09-30,1,20
New Brunswick,Zone 6 (Bathurst area),2020-10-07,0,21
New Brunswick,Zone 6 (Bathurst area),2020-10-14,0,21
New Brunswick,Zone 6 (Bathurst area),2020-10-21,0,21
New Brunswick,Zone 6 (Bathurst area),2020-10-28,0,21
New Brunswick,Zone 6 (Bathurst area),2020-11-04,1,22
New Brunswick,Zone 6 (Bathurst area),2020-11-11,0,28
New Brunswick,Zone 6 (Bathurst area),2020-11-18,1,29
New Brunswick,Zone 6 (Bathurst area),2020-11-25,1,36
New Brunswick,Zone 6 (Bathurst area),2020-12-02,4,51
New Brunswick,Zone 6 (Bathurst area),2020-12-09,0,70
New Brunswick,Zone 6 (Bathurst area),2020-12-16,1,76
New Brunswick,Zone 6 (Bathurst area),2020-12-23,1,78
New Brunswick,Zone 6 (Bathurst area),2020-12-30,2,93
New Brunswick,Zone 6 (Bathurst area),2021-01-06,0,98
New Brunswick,Zone 7 (Miramichi area),2020-07-22,0,2
New Brunswick,Zone 7 (Miramichi area),2020-07-29,0,14
New Brunswick,Zone 7 (Miramichi area),2020-08-05,0,14
New Brunswick,Zone 7 (Miramichi area),2020-08-12,0,14
New Brunswick,Zone 7 (Miramichi area),2020-08-19,0,14
New Brunswick,Zone 7 (Miramichi area),2020-08-26,0,14
New Brunswick,Zone 7 (Miramichi area),2020-09-02,0,14
New Brunswick,Zone 7 (Miramichi area),2020-09-09,0,14
New Brunswick,Zone 7 (Miramichi area),2020-09-16,0,14
New Brunswick,Zone 7 (Miramichi area),2020-09-23,1,15
New Brunswick,Zone 7 (Miramichi area),2020-09-30,0,21
New Brunswick,Zone 7 (Miramichi area),2020-10-07,0,21
New Brunswick,Zone 7 (Miramichi area),2020-10-14,0,21
New Brunswick,Zone 7 (Miramichi area),2020-10-21,0,21
New Brunswick,Zone 7 (Miramichi area),2020-10-28,0,21
New Brunswick,Zone 7 (Miramichi area),2020-11-04,1,22
New Brunswick,Zone 7 (Miramichi area),2020-11-11,0,28
New Brunswick,Zone 7 (Miramichi area),2020-11-18,0,28
New Brunswick,Zone 7 (Miramichi area),2020-11-25,0,28
New Brunswick,Zone 7 (Miramichi area),2020-12-02,0,28
New Brunswick,Zone 7 (Miramichi area),2020-12-09,0,28
New Brunswick,Zone 7 (Miramichi area),2020-12-16,0,28
New Brunswick,Zone 7 (Miramichi area),2020-12-23,1,29
New Brunswick,Zone 7 (Miramichi area),2020-12-30,1,40
New Brunswick,Zone 7 (Miramichi area),2021-01-06,0,42
Nova Scotia,Not Reported,2020-07-22,0,0
Nova Scotia,Not Reported,2020-07-29,0,0
Nova Scotia,Not Reported,2020-08-05,0,0
Nova Scotia,Not Reported,2020-08-12,0,0
Nova Scotia,Not Reported,2020-08-19,0,0
Nova Scotia,Not Reported,2020-08-26,0,0
Nova Scotia,Not Reported,2020-09-02,0,0
Nova Scotia,Not Reported,2020-09-09,0,0
Nova Scotia,Not Reported,2020-09-16,0,0
Nova Scotia,Not Reported,2020-09-23,0,0
Nova Scotia,Not Reported,2020-09-30,0,0
Nova Scotia,Not Reported,2020-10-07,0,0
Nova Scotia,Not Reported,2020-10-14,0,0
Nova Scotia,Not Reported,2020-10-21,0,0
Nova Scotia,Not Reported,2020-10-28,0,0
Nova Scotia,Not Reported,2020-11-04,0,0
Nova Scotia,Not Reported,2020-11-11,0,0
Nova Scotia,Not Reported,2020-11-18,0,0
Nova Scotia,Not Reported,2020-11-25,0,0
Nova Scotia,Not Reported,2020-12-02,0,0
Nova Scotia,Not Reported,2020-12-09,0,0
Nova Scotia,Not Reported,2020-12-16,0,0
Nova Scotia,Not Reported,2020-12-23,0,0
Nova Scotia,Not Reported,2020-12-30,0,0
Nova Scotia,Not Reported,2021-01-06,0,0
Nova Scotia,Zone 1 - Western,2020-07-22,0,54
Nova Scotia,Zone 1 - Western,2020-07-29,0,378
Nova Scotia,Zone 1 - Western,2020-08-05,0,378
Nova Scotia,Zone 1 - Western,2020-08-12,0,378
Nova Scotia,Zone 1 - Western,2020-08-19,0,378
Nova Scotia,Zone 1 - Western,2020-08-26,0,378
Nova Scotia,Zone 1 - Western,2020-09-02,1,381
Nova Scotia,Zone 1 - Western,2020-09-09,0,385
Nova Scotia,Zone 1 - Western,2020-09-16,0,385
Nova Scotia,Zone 1 - Western,2020-09-23,1,387
Nova Scotia,Zone 1 - Western,2020-09-30,0,392
Nova Scotia,Zone 1 - Western,2020-10-07,0,392
Nova Scotia,Zone 1 - Western,2020-10-14,0,392
Nova Scotia,Zone 1 - Western,2020-10-21,0,392
Nova Scotia,Zone 1 - Western,2020-10-28,0,392
Nova Scotia,Zone 1 - Western,2020-11-04,2,402
Nova Scotia,Zone 1 - Western,2020-11-11,0,406
Nova Scotia,Zone 1 - Western,2020-11-18,0,406
Nova Scotia,Zone 1 - Western,2020-11-25,1,408
Nova Scotia,Zone 1 - Western,2020-12-02,3,428
Nova Scotia,Zone 1 - Western,2020-12-09,6,452
Nova Scotia,Zone 1 - Western,2020-12-16,10,521
Nova Scotia,Zone 1 - Western,2020-12-23,5,569
Nova Scotia,Zone 1 - Western,2020-12-30,1,588
Nova Scotia,Zone 1 - Western,2021-01-06,3,594
Nova Scotia,Zone 2 - Northern,2020-07-22,0,57
Nova Scotia,Zone 2 - Northern,2020-07-29,0,399
Nova Scotia,Zone 2 - Northern,2020-08-05,0,399
Nova Scotia,Zone 2 - Northern,2020-08-12,0,399
Nova Scotia,Zone 2 - Northern,2020-08-19,5,419
Nova Scotia,Zone 2 - Northern,2020-08-26,3,443
Nova Scotia,Zone 2 - Northern,2020-09-02,2,467
Nova Scotia,Zone 2 - Northern,2020-09-09,0,469
Nova Scotia,Zone 2 - Northern,2020-09-16,0,469
Nova Scotia,Zone 2 - Northern,2020-09-23,0,469
Nova Scotia,Zone 2 - Northern,2020-09-30,1,470
Nova Scotia,Zone 2 - Northern,2020-10-07,0,476
Nova Scotia,Zone 2 - Northern,2020-10-14,0,476
Nova Scotia,Zone 2 - Northern,2020-10-21,0,476
Nova Scotia,Zone 2 - Northern,2020-10-28,0,476
Nova Scotia,Zone 2 - Northern,2020-11-04,8,505
Nova Scotia,Zone 2 - Northern,2020-11-11,0,532
Nova Scotia,Zone 2 - Northern,2020-11-18,1,538
Nova Scotia,Zone 2 - Northern,2020-11-25,1,541
Nova Scotia,Zone 2 - Northern,2020-12-02,3,559
Nova Scotia,Zone 2 - Northern,2020-12-09,6,601
Nova Scotia,Zone 2 - Northern,2020-12-16,5,627
Nova Scotia,Zone 2 - Northern,2020-12-23,13,688
Nova Scotia,Zone 2 - Northern,2020-12-30,3,747
Nova Scotia,Zone 2 - Northern,2021-01-06,2,767
Nova Scotia,Zone 3 - Eastern,2020-07-22,0,53
Nova Scotia,Zone 3 - Eastern,2020-07-29,0,371
Nova Scotia,Zone 3 - Eastern,2020-08-05,0,371
Nova Scotia,Zone 3 - Eastern,2020-08-12,0,371
Nova Scotia,Zone 3 - Eastern,2020-08-19,0,371
Nova Scotia,Zone 3 - Eastern,2020-08-26,0,371
Nova Scotia,Zone 3 - Eastern,2020-09-02,1,374
Nova Scotia,Zone 3 - Eastern,2020-09-09,0,378
Nova Scotia,Zone 3 - Eastern,2020-09-16,0,378
Nova Scotia,Zone 3 - Eastern,2020-09-23,0,378
Nova Scotia,Zone 3 - Eastern,2020-09-30,0,378
Nova Scotia,Zone 3 - Eastern,2020-10-07,0,378
Nova Scotia,Zone 3 - Eastern,2020-10-14,0,378
Nova Scotia,Zone 3 - Eastern,2020-10-21,0,378
Nova Scotia,Zone 3 - Eastern,2020-10-28,1,383
Nova Scotia,Zone 3 - Eastern,2020-11-04,0,385
Nova Scotia,Zone 3 - Eastern,2020-11-11,0,385
Nova Scotia,Zone 3 - Eastern,2020-11-18,0,385
Nova Scotia,Zone 3 - Eastern,2020-11-25,0,385
Nova Scotia,Zone 3 - Eastern,2020-12-02,0,385
Nova Scotia,Zone 3 - Eastern,2020-12-09,4,401
Nova Scotia,Zone 3 - Eastern,2020-12-16,5,438
Nova Scotia,Zone 3 - Eastern,2020-12-23,2,454
Nova Scotia,Zone 3 - Eastern,2020-12-30,1,467
Nova Scotia,Zone 3 - Eastern,2021-01-06,2,474
Nova Scotia,Zone 4 - Central,2020-07-22,0,903
Nova Scotia,Zone 4 - Central,2020-07-29,0,6321
Nova Scotia,Zone 4 - Central,2020-08-05,4,6341
Nova Scotia,Zone 4 - Central,2020-08-12,0,6349
Nova Scotia,Zone 4 - Central,2020-08-19,0,6349
Nova Scotia,Zone 4 - Central,2020-08-26,2,6361
Nova Scotia,Zone 4 - Central,2020-09-02,0,6363
Nova Scotia,Zone 4 - Central,2020-09-09,1,6366
Nova Scotia,Zone 4 - Central,2020-09-16,0,6370
Nova Scotia,Zone 4 - Central,2020-09-23,0,6370
Nova Scotia,Zone 4 - Central,2020-09-30,0,6370
Nova Scotia,Zone 4 - Central,2020-10-07,1,6376
Nova Scotia,Zone 4 - Central,2020-10-14,3,6392
Nova Scotia,Zone 4 - Central,2020-10-21,5,6422
Nova Scotia,Zone 4 - Central,2020-10-28,4,6448
Nova Scotia,Zone 4 - Central,2020-11-04,6,6479
Nova Scotia,Zone 4 - Central,2020-11-11,16,6565
Nova Scotia,Zone 4 - Central,2020-11-18,19,6678
Nova Scotia,Zone 4 - Central,2020-11-25,87,6988
Nova Scotia,Zone 4 - Central,2020-12-02,83,7670
Nova Scotia,Zone 4 - Central,2020-12-09,41,8127
Nova Scotia,Zone 4 - Central,2020-12-16,21,8309
Nova Scotia,Zone 4 - Central,2020-12-23,8,8413
Nova Scotia,Zone 4 - Central,2020-12-30,20,8520
Nova Scotia,Zone 4 - Central,2021-01-06,30,8681
Nunavut,Nunavut,2020-07-22,0,0
Nunavut,Nunavut,2020-07-29,0,0
Nunavut,Nunavut,2020-08-05,0,0
Nunavut,Nunavut,2020-08-12,0,0
Nunavut,Nunavut,2020-08-19,0,0
Nunavut,Nunavut,2020-08-26,0,0
Nunavut,Nunavut,2020-09-02,0,0
Nunavut,Nunavut,2020-09-09,0,0
Nunavut,Nunavut,2020-09-16,0,0
Nunavut,Nunavut,2020-09-23,0,0
Nunavut,Nunavut,2020-09-30,0,0
Nunavut,Nunavut,2020-10-07,0,0
Nunavut,Nunavut,2020-10-14,0,0
Nunavut,Nunavut,2020-10-21,0,0
Nunavut,Nunavut,2020-10-28,0,0
Nunavut,Nunavut,2020-11-04,0,0
Nunavut,Nunavut,2020-11-11,3,11
Nunavut,Nunavut,2020-11-18,67,189
Nunavut,Nunavut,2020-11-25,85,830
Nunavut,Nunavut,2020-12-02,38,1211
Nunavut,Nunavut,2020-12-09,36,1502
Nunavut,Nunavut,2020-12-16,29,1740
Nunavut,Nunavut,2020-12-23,6,1824
Nunavut,Nunavut,2020-12-30,2,1858
Nunavut,Nunavut,2021-01-06,0,1862
Ontario,Algoma,2020-07-22,0,27
Ontario,Algoma,2020-07-29,0,189
Ontario,Algoma,2020-08-05,0,189
Ontario,Algoma,2020-08-12,0,189
Ontario,Algoma,2020-08-19,0,189
Ontario,Algoma,2020-08-26,0,189
Ontario,Algoma,2020-09-02,1,191
Ontario,Algoma,2020-09-09,1,203
Ontario,Algoma,2020-09-16,0,203
Ontario,Algoma,2020-09-23,2,212
Ontario,Algoma,2020-09-30,1,224
Ontario,Algoma,2020-10-07,5,242
Ontario,Algoma,2020-10-14,2,269
Ontario,Algoma,2020-10-21,1,276
Ontario,Algoma,2020-10-28,3,293
Ontario,Algoma,2020-11-04,3,308
Ontario,Algoma,2020-11-11,11,356
Ontario,Algoma,2020-11-18,1,402
Ontario,Algoma,2020-11-25,2,408
Ontario,Algoma,2020-12-02,0,420
Ontario,Algoma,2020-12-09,1,427
Ontario,Algoma,2020-12-16,1,433
Ontario,Algoma,2020-12-23,1,435
Ontario,Algoma,2020-12-30,2,453
Ontario,Algoma,2021-01-06,29,572
Ontario,Brant,2020-07-22,0,136
Ontario,Brant,2020-07-29,5,970
Ontario,Brant,2020-08-05,7,1023
Ontario,Brant,2020-08-12,3,1042
Ontario,Brant,2020-08-19,2,1060
Ontario,Brant,2020-08-26,7,1111
Ontario,Brant,2020-09-02,3,1128
Ontario,Brant,2020-09-09,3,1158
Ontario,Brant,2020-09-16,2,1168
Ontario,Brant,2020-09-23,13,1214
Ontario,Brant,2020-09-30,7,1300
Ontario,Brant,2020-10-07,10,1363
Ontario,Brant,2020-10-14,11,1426
Ontario,Brant,2020-10-21,16,1509
Ontario,Brant,2020-10-28,18,1634
Ontario,Brant,2020-11-04,62,1940
Ontario,Brant,2020-11-11,47,2347
Ontario,Brant,2020-11-18,42,2643
Ontario,Brant,2020-11-25,67,3029
Ontario,Brant,2020-12-02,62,3485
Ontario,Brant,2020-12-09,48,3854
Ontario,Brant,2020-12-16,110,4437
Ontario,Brant,2020-12-23,91,5154
Ontario,Brant,2020-12-30,97,5719
Ontario,Brant,2021-01-06,162,6699
Ontario,Chatham-Kent,2020-07-22,1,198
Ontario,Chatham-Kent,2020-07-29,43,1571
Ontario,Chatham-Kent,2020-08-05,58,1822
Ontario,Chatham-Kent,2020-08-12,37,2253
Ontario,Chatham-Kent,2020-08-19,20,2460
Ontario,Chatham-Kent,2020-08-26,4,2503
Ontario,Chatham-Kent,2020-09-02,3,2537
Ontario,Chatham-Kent,2020-09-09,1,2543
Ontario,Chatham-Kent,2020-09-16,2,2557
Ontario,Chatham-Kent,2020-09-23,0,2562
Ontario,Chatham-Kent,2020-09-30,3,2576
Ontario,Chatham-Kent,2020-10-07,2,2589
Ontario,Chatham-Kent,2020-10-14,0,2597
Ontario,Chatham-Kent,2020-10-21,12,2619
Ontario,Chatham-Kent,2020-10-28,23,2755
Ontario,Chatham-Kent,2020-11-04,13,2892
Ontario,Chatham-Kent,2020-11-11,21,2991
Ontario,Chatham-Kent,2020-11-18,29,3181
Ontario,Chatham-Kent,2020-11-25,15,3338
Ontario,Chatham-Kent,2020-12-02,31,3469
Ontario,Chatham-Kent,2020-12-09,25,3681
Ontario,Chatham-Kent,2020-12-16,22,3841
Ontario,Chatham-Kent,2020-12-23,37,4074
Ontario,Chatham-Kent,2020-12-30,87,4435
Ontario,Chatham-Kent,2021-01-06,130,5221
Ontario,Durham,2020-07-22,2,1788
Ontario,Durham,2020-07-29,12,12566
Ontario,Durham,2020-08-05,21,12655
Ontario,Durham,2020-08-12,16,12804
Ontario,Durham,2020-08-19,12,12913
Ontario,Durham,2020-08-26,29,13037
Ontario,Durham,2020-09-02,29,13252
Ontario,Durham,2020-09-09,33,13424
Ontario,Durham,2020-09-16,70,13811
Ontario,Durham,2020-09-23,62,14227
Ontario,Durham,2020-09-30,100,14868
Ontario,Durham,2020-10-07,104,15671
Ontario,Durham,2020-10-14,177,16631
Ontario,Durham,2020-10-21,211,18029
Ontario,Durham,2020-10-28,266,19813
Ontario,Durham,2020-11-04,257,21433
Ontario,Durham,2020-11-11,272,23281
Ontario,Durham,2020-11-18,361,25733
Ontario,Durham,2020-11-25,306,28146
Ontario,Durham,2020-12-02,554,30910
Ontario,Durham,2020-12-09,590,35059
Ontario,Durham,2020-12-16,601,39159
Ontario,Durham,2020-12-23,685,43703
Ontario,Durham,2020-12-30,629,48094
Ontario,Durham,2021-01-06,1020,54261
Ontario,Eastern,2020-07-22,2,173
Ontario,Eastern,2020-07-29,3,1222
Ontario,Eastern,2020-08-05,3,1251
Ontario,Eastern,2020-08-12,0,1253
Ontario,Eastern,2020-08-19,1,1259
Ontario,Eastern,2020-08-26,11,1302
Ontario,Eastern,2020-09-02,5,1364
Ontario,Eastern,2020-09-09,9,1404
Ontario,Eastern,2020-09-16,15,1478
Ontario,Eastern,2020-09-23,22,1611
Ontario,Eastern,2020-09-30,25,1796
Ontario,Eastern,2020-10-07,43,2004
Ontario,Eastern,2020-10-14,73,2388
Ontario,Eastern,2020-10-21,74,2967
Ontario,Eastern,2020-10-28,114,3724
Ontario,Eastern,2020-11-04,89,4346
Ontario,Eastern,2020-11-11,83,4836
Ontario,Eastern,2020-11-18,35,5296
Ontario,Eastern,2020-11-25,40,5569
Ontario,Eastern,2020-12-02,73,5964
Ontario,Eastern,2020-12-09,136,6711
Ontario,Eastern,2020-12-16,126,7669
Ontario,Eastern,2020-12-23,98,8364
Ontario,Eastern,2020-12-30,142,9134
Ontario,Eastern,2021-01-06,373,10921
Ontario,Grey Bruce,2020-07-22,1,116
Ontario,Grey Bruce,2020-07-29,2,824
Ontario,Grey Bruce,2020-08-05,2,839
Ontario,Grey Bruce,2020-08-12,6,862
Ontario,Grey Bruce,2020-08-19,1,889
Ontario,Grey Bruce,2020-08-26,0,889
Ontario,Grey Bruce,2020-09-02,0,889
Ontario,Grey Bruce,2020-09-09,2,900
Ontario,Grey Bruce,2020-09-16,1,907
Ontario,Grey Bruce,2020-09-23,3,926
Ontario,Grey Bruce,2020-09-30,8,965
Ontario,Grey Bruce,2020-10-07,9,1032
Ontario,Grey Bruce,2020-10-14,7,1077
Ontario,Grey Bruce,2020-10-21,7,1132
Ontario,Grey Bruce,2020-10-28,8,1191
Ontario,Grey Bruce,2020-11-04,9,1244
Ontario,Grey Bruce,2020-11-11,17,1321
Ontario,Grey Bruce,2020-11-18,46,1532
Ontario,Grey Bruce,2020-11-25,54,1937
Ontario,Grey Bruce,2020-12-02,46,2290
Ontario,Grey Bruce,2020-12-09,34,2549
Ontario,Grey Bruce,2020-12-16,35,2788
Ontario,Grey Bruce,2020-12-23,37,3041
Ontario,Grey Bruce,2020-12-30,33,3302
Ontario,Grey Bruce,2021-01-06,68,3647
Ontario,Haldimand-Norfolk,2020-07-22,0,446
Ontario,Haldimand-Norfolk,2020-07-29,12,3171
Ontario,Haldimand-Norfolk,2020-08-05,5,3227
Ontario,Haldimand-Norfolk,2020-08-12,3,3258
Ontario,Haldimand-Norfolk,2020-08-19,5,3286
Ontario,Haldimand-Norfolk,2020-08-26,4,3315
Ontario,Haldimand-Norfolk,2020-09-02,5,3338
Ontario,Haldimand-Norfolk,2020-09-09,1,3367
Ontario,Haldimand-Norfolk,2020-09-16,4,3384
Ontario,Haldimand-Norfolk,2020-09-23,4,3416
Ontario,Haldimand-Norfolk,2020-09-30,2,3432
Ontario,Haldimand-Norfolk,2020-10-07,4,3447
Ontario,Haldimand-Norfolk,2020-10-14,5,3485
Ontario,Haldimand-Norfolk,2020-10-21,8,3522
Ontario,Haldimand-Norfolk,2020-10-28,26,3648
Ontario,Haldimand-Norfolk,2020-11-04,18,3806
Ontario,Haldimand-Norfolk,2020-11-11,22,3964
Ontario,Haldimand-Norfolk,2020-11-18,27,4115
Ontario,Haldimand-Norfolk,2020-11-25,28,4320
Ontario,Haldimand-Norfolk,2020-12-02,35,4563
Ontario,Haldimand-Norfolk,2020-12-09,33,4743
Ontario,Haldimand-Norfolk,2020-12-16,51,5084
Ontario,Haldimand-Norfolk,2020-12-23,74,5512
Ontario,Haldimand-Norfolk,2020-12-30,65,6023
Ontario,Haldimand-Norfolk,2021-01-06,133,6777
Ontario,Haliburton Kawartha Pineridge,2020-07-22,2,211
Ontario,Haliburton Kawartha Pineridge,2020-07-29,2,1483
Ontario,Haliburton Kawartha Pineridge,2020-08-05,2,1498
Ontario,Haliburton Kawartha Pineridge,2020-08-12,3,1517
Ontario,Haliburton Kawartha Pineridge,2020-08-19,3,1533
Ontario,Haliburton Kawartha Pineridge,2020-08-26,2,1556
Ontario,Haliburton Kawartha Pineridge,2020-09-02,5,1575
Ontario,Haliburton Kawartha Pineridge,2020-09-09,1,1602
Ontario,Haliburton Kawartha Pineridge,2020-09-16,4,1611
Ontario,Haliburton Kawartha Pineridge,2020-09-23,3,1639
Ontario,Haliburton Kawartha Pineridge,2020-09-30,4,1667
Ontario,Haliburton Kawartha Pineridge,2020-10-07,6,1703
Ontario,Haliburton Kawartha Pineridge,2020-10-14,1,1724
Ontario,Haliburton Kawartha Pineridge,2020-10-21,1,1732
Ontario,Haliburton Kawartha Pineridge,2020-10-28,4,1753
Ontario,Haliburton Kawartha Pineridge,2020-11-04,4,1777
Ontario,Haliburton Kawartha Pineridge,2020-11-11,6,1822
Ontario,Haliburton Kawartha Pineridge,2020-11-18,13,1891
Ontario,Haliburton Kawartha Pineridge,2020-11-25,19,1977
